uDB00201	iP43657	1.0
uDB00549	iQ9Y271	1.0
uDB01025	iQ9Y271	1.0
uDB00716	iQ9Y271	1.0
uDB00637	iQ9Y5N1	1.0
uDB01075	iQ9Y5N1	1.0
uDB00927	iQ9Y5N1	1.0
uDB01069	iQ9Y5N1	1.0
uDB00934	iQ9Y5N1	1.0
uDB00572	iP11229	1.0
uDB00517	iP11229	1.0
uDB00604	iP11229	1.0
uDB00363	iP11229	1.0
uDB00809	iP11229	1.0
uDB00334	iP11229	1.0
uDB01062	iP11229	1.0
uDB01069	iP11229	1.0
uDB00411	iP11229	1.0
uDB01085	iP11229	1.0
uDB00986	iP11229	1.0
uDB01036	iP11229	1.0
uDB00462	iP11229	1.0
uDB01233	iP11229	1.0
uDB00810	iP11229	1.0
uDB00209	iP11229	1.0
uDB00392	iP11229	1.0
uDB01591	iP11229	1.0
uDB00987	iP11229	1.0
uDB00340	iP11229	1.0
uDB00725	iP11229	1.0
uDB00366	iP11229	1.0
uDB00372	iP11229	1.0
uDB00661	iP11229	1.0
uDB00777	iP11229	1.0
uDB01176	iP11229	1.0
uDB01231	iP11229	1.0
uDB00572	iP08172	1.0
uDB00517	iP08172	1.0
uDB00604	iP08172	1.0
uDB00363	iP08172	1.0
uDB00809	iP08172	1.0
uDB00334	iP08172	1.0
uDB01062	iP08172	1.0
uDB01069	iP08172	1.0
uDB00411	iP08172	1.0
uDB00986	iP08172	1.0
uDB01036	iP08172	1.0
uDB01135	iP08172	1.0
uDB00728	iP08172	1.0
uDB00810	iP08172	1.0
uDB00340	iP08172	1.0
uDB00725	iP08172	1.0
uDB00372	iP08172	1.0
uDB00661	iP08172	1.0
uDB00777	iP08172	1.0
uDB01176	iP08172	1.0
uDB01231	iP08172	1.0
uDB00572	iP20309	1.0
uDB00517	iP20309	1.0
uDB00334	iP20309	1.0
uDB01069	iP20309	1.0
uDB00496	iP20309	1.0
uDB00340	iP20309	1.0
uDB00725	iP20309	1.0
uDB00372	iP20309	1.0
uDB00777	iP20309	1.0
uDB01176	iP20309	1.0
uDB00496	iP20309	1.0
uDB01231	iP20309	1.0
uDB00572	iP08173	1.0
uDB00809	iP08173	1.0
uDB00334	iP08173	1.0
uDB01069	iP08173	1.0
uDB00340	iP08173	1.0
uDB00725	iP08173	1.0
uDB00372	iP08173	1.0
uDB00777	iP08173	1.0
uDB00572	iP08912	1.0
uDB00334	iP08912	1.0
uDB01069	iP08912	1.0
uDB00340	iP08912	1.0
uDB00725	iP08912	1.0
uDB00372	iP08912	1.0
uDB00777	iP08912	1.0
uDB00633	iP51681	1.0
uDB00549	iQ15722	1.0
uDB00470	iP21554	1.0
uDB01223	iP30542	1.0
uDB00996	iP30542	1.0
uDB00201	iP30542	1.0
uDB00588	iP30542	1.0
uDB02384	iP30542	1.0
uDB01223	iP29274	1.0
uDB00201	iP29274	1.0
uDB00588	iP29274	1.0
uDB02384	iP29274	1.0
uDB00277	iP29275	1.0
uDB00201	iP29275	1.0
uDB00824	iP29275	1.0
uDB01223	iP0DMS8	1.0
uDB00201	iP0DMS8	1.0
