uDB00201 9.787995990769680077e-01 -3.243877029552542091e-01 -1.998633191167547007e+00 -1.375392861621417051e+00 1.729904001594793961e+00 -2.499443049791869043e-01 -1.923060534119747977e+00 1.009803924559493638e+00 -8.141169343936886793e-02 -1.776733284437719496e+00 1.425221755252864764e+00 1.603200439172693392e-01 -1.804385439947582048e+00 -1.409006348605775782e+00 -6.500685124112582924e-01 -7.726546256203650209e-01 -1.207835414967267873e+00 -1.518318427222412337e-01 3.847517094689692496e-01 7.785982869024777875e-01 2.687303645829981491e-01 -7.184273105583832697e-01 1.519483964321721170e-01 -2.611272206820365316e+00 1.726945443530488178e-01 -3.179196818718008077e-01 -2.086031393528167133e+00 3.208292296622057838e-01 -1.995584682536488963e-01 1.455379940275219441e+00 -2.575952194085734948e-01 -1.545241198088644463e+00 4.147762567459242766e-01 -4.370068774565873948e-01 -3.798617518584507247e-01 1.848020589615798626e-01 -5.596275484849255744e-01 -3.755647223927696121e-01 -5.366763815279537164e-01 5.940178530279887070e-01 1.682207211001321090e+00 -2.541215434394168415e-01 -7.953638192299897769e-01 6.798224737870574019e-01 -1.700405431613011276e-02 -6.494329590334545488e-01 -1.960194472980504032e-01 2.038230917312213938e-02 -1.989232463231129511e-01 1.823054688588829020e+00 5.415028036646679643e-01 6.474726229303222613e-01 1.733552620846821046e-01 2.628371758807174774e-01 1.908171510402850712e+00 -5.969872823643009863e-01 -2.402265581146707796e-01 7.128519659240544204e-01 -1.517516153133458556e-01 1.851102880192904809e+00 3.630793004180946637e-01 -7.612314644659292640e-01 5.357079370555702935e-01 -1.485758445942931237e-02 6.734789822791167890e-02 6.144422678439807051e-01 -1.869170750637476341e-02 4.536221589756648243e-01 4.396954495771818738e-01 6.431275098441118221e-01 7.045759691102448929e-01 1.654725648158529849e-01 1.301006971575512650e-01 -4.053137775139348253e-01 3.592698161857543759e-01 -4.671941546010132534e-02 8.510393906722681923e-01 -1.525879427536587507e-01 1.504761480718169175e-01 3.813610569812924123e-01 -9.174537440766829255e-02 -5.435214603896365571e-01 2.692504987213554801e-01 -7.043590199037409461e-01 4.275801178130166913e-01 -4.467951766746804387e-01 2.123587554904033531e-02 -2.911949269140399199e-01 -3.755112133931713947e-01 3.361842870112947690e-01
uDB00549 1.278015231905973659e+00 -7.668764226935800288e-01 1.033966953170970760e+00 -2.688238407112939043e+00 8.539691001970431961e-01 2.441433969756483940e-02 9.589813844112937691e-02 9.889009863295110669e-01 -1.207572118334191202e+00 -9.506061270359046356e-01 -1.113110927275197781e+00 -3.045309089499584343e-01 1.314087165990052153e-01 -1.271743948370845367e-01 9.353906094996992104e-01 2.440594014971176617e-01 3.370266208920904560e-01 -5.381194700797333752e-01 6.572602163574875478e-01 3.671638431569542727e-01 -7.450583262537648910e-01 -6.965769863380085747e-01 -4.867243301962923541e-01 -6.065029078795176609e-01 9.177472849215140283e-01 5.329380454253547228e-01 -7.679213847832125905e-01 1.191743677263569362e-01 -6.597910657383971866e-01 -6.030274227972334256e-01 -1.182350378080162079e+00 6.306069436750674218e-01 -9.349980079880837458e-02 -7.019025185927575405e-01 8.720055875974227488e-01 1.929590756781902838e+00 3.030542802921753487e-01 2.209880017850373302e-01 8.255588476496249495e-01 -1.597847565439203921e+00 6.374046427423218919e-01 5.423564403671171652e-01 -2.748016250006536931e-01 4.518912607291988848e-01 2.574175317318114220e-01 3.551479057373863601e-01 8.381760746124076178e-01 9.238306064964252329e-01 -1.104811055829416910e-01 1.709601332069992652e-01 -3.542916542402429481e-01 4.438687329027755646e-01 5.791445116825496564e-01 2.807928265840735627e-01 -1.450286899749656078e+00 1.032309911566135913e-01 -2.220840583381132050e-01 1.960099154196765836e+00 -2.795562747315140095e-01 -2.412414749718188589e-01 -4.281720902607012991e-01 -1.197032136345117515e+00 7.964649182092422564e-01 -8.976255084714855892e-01 -1.269574583395988832e+00 -5.567270221191185087e-01 -2.313117105559004405e-01 -2.136480793782042364e-01 2.850827230082479957e-01 -1.130633867779507196e-01 4.493781323493181712e-01 -3.212291787950118382e-01 -6.752961153938406014e-01 1.191961702159320124e-01 -5.949051300581978952e-01 -3.415492036278630628e-01 -6.912567779849369820e-02 -4.920249846369983415e-01 -1.966777754820784874e-01 -6.634102452602738120e-01 -3.049736338099429123e-01 4.436079664497921127e-01 1.166222070930729438e-01 -4.368173920182654400e-03 -5.156746977434103485e-01 -1.851361166064623143e-02 8.767063486001573924e-01 -4.047563903226171211e-01 5.084769995230922213e-01 -1.594435715397942432e-01
uDB01025 5.412748663530488891e+00 1.772227951330704432e+00 -5.443403721086476077e-01 -1.383761241933136210e+00 1.646951011983982083e+00 -7.206604962602808362e-02 1.107186315615782624e+00 -1.534429071466697492e-01 -1.958987650188281915e+00 2.663779589864268882e+00 -6.116163214039685991e-01 1.909977677149047315e+00 -2.894125728355746663e+00 -1.112834221611313179e+00 -1.934158453739919015e+00 1.278638951063506113e+00 3.881431948555655875e-01 -2.615786871162773863e+00 -2.167377267729623469e+00 3.858269493704992392e+00 -1.788697065884202464e-01 2.994101983500708219e-01 3.238306699293424185e+00 -8.576207313675311417e-01 -2.996226087768090809e-03 -1.421758565499890548e+00 3.175347785255894006e+00 1.821206030011623733e+00 -9.906491609872621062e-02 -6.415925172537146892e-01 2.003863368427611480e+00 -6.578846475758586276e-01 7.507199773547347244e-01 -1.258913682384729560e+00 -2.095161200663989975e-01 -6.460754185098763758e-01 1.391094861709395447e+00 6.349682292187919241e-02 8.394613119843549187e-01 -4.881380253852208861e-01 -1.090683714528287718e-01 7.015304316641042259e-01 1.283297593351375755e-02 -9.910444048104016801e-02 2.855536095158310861e-01 -2.216128727327502379e-01 -1.291187382889178170e-01 -5.744505769672700879e-01 -2.121221185023204614e-01 -4.135243601608818431e-01 4.055655025842246908e-01 -1.480827312247274818e-01 1.166093927050736168e-01 6.669788861031222815e-01 9.865767395020745567e-02 -2.587243869259277518e-01 -4.967206111696068627e-01 3.354101597920996353e-02 1.857709552958056219e-03 -6.135393698528434081e-01 -1.999246354088611011e-01 -3.269320902872386303e-01 -1.695862391466802788e-01 -2.138617879913811554e-02 2.161609420739573073e-01 2.089224960475161708e-01 -2.076200775027924050e-01 -1.494853232942068566e-01 -1.065854830817135057e-01 1.965400061473153437e-01 -2.919896416018805119e-01 -1.705668379930302611e-02 1.434618367921356996e-01 -8.348897062541370262e-02 -4.166557485038045461e-01 -2.617650633416528927e-01 -1.105891159175506760e-01 2.045567199438802775e-01 2.701036949185355862e-01 8.202666860312574082e-02 -2.267442799654101337e-01 -9.505615152889827779e-02 1.406131395349195790e-01 -8.142238167539576910e-02 2.268637589428401102e-01 1.371584599077768640e-01 2.911533830551557012e-01 -6.344476617683231234e-02 3.930349182403912733e-01 2.446408222011048073e-01
uDB00716 2.144884399882740045e+00 -3.383727965838834728e-01 7.815156257380223570e-01 -6.871119946575139636e-02 -1.161102848313349423e+00 1.049243899486175940e-01 2.941369678103042951e-01 -7.197229602996021436e-01 -6.559102936138233586e-01 1.943014394281751045e+00 -1.760655372443249878e+00 -1.355238268270574142e+00 -1.408910740971044628e+00 3.792999350644628009e-01 2.912588150837879475e+00 1.993315646374608896e+00 8.752923178904024049e-01 -1.377836134216031017e+00 1.131626289998319379e+00 2.233233780726528728e-01 -2.795931777223057413e-01 -1.716822371638053513e+00 -4.803433382157754616e-01 4.869451449637184903e-01 3.467613913492088695e+00 1.089234936001739262e+00 -3.544406199035957014e-05 1.218491077058137639e+00 1.219353725173342867e-01 -2.753786729954785240e-01 2.633219799230954172e-01 5.709069359446309333e-01 1.080867951270827687e+00 8.585734539649901853e-01 -1.665093679986914932e+00 1.518562638621481664e+00 -7.200189704826129300e-02 4.866793990089475774e-01 -4.058384465635818117e-01 5.191183442163439521e-01 3.365734670749345736e-01 1.559208666249005670e-01 1.030188246114582151e+00 5.178146696188157261e-01 -1.412671103239981019e+00 9.387282174863316175e-01 -5.328817397582771287e-01 -6.679010749382630063e-01 2.415569617420509907e-01 7.885823624781569674e-02 -1.138951722906597804e-02 -3.469096089045295428e-01 6.046491129300336498e-01 7.213052237288997137e-01 -5.640972987628126711e-01 -7.033071971732262062e-01 1.061920427790301047e-01 4.228216255866406453e-02 -1.409791324020217285e-01 1.139713514610717571e+00 -2.657722682452992036e-01 1.195901294917353641e-01 -4.524898974426477816e-01 2.599129215749032551e-01 1.722896175782972494e-01 -3.656360798519424637e-01 8.436075780472837016e-01 1.092127317683165844e+00 -2.565550948987040743e-04 -3.393763263198110169e-01 1.529028584268994906e-01 3.279502349817056683e-02 -5.235462383446085610e-01 -4.330410083188215853e-01 7.471214479946212128e-01 7.727494851499960848e-02 1.056004973336971270e-01 1.162632832284390821e-01 6.695964515385063320e-01 8.583604919287317336e-02 4.379521254652946616e-01 -1.477281897247936793e-01 4.607703683770600356e-01 -7.863975702714748328e-01 2.335792469139362504e-01 1.534160828493183748e-01 -1.209566134969711104e+00 -1.110598141225857365e-02 1.687902263046886508e-01 2.286779265908592540e-01
uDB00637 -8.357401144783566105e-01 2.769377985340956694e-01 -9.853354056302713326e-01 -1.393632905082493600e+00 2.534979766628254527e+00 2.217856009843607867e-01 3.765544552347838692e-01 7.750599367655264249e-01 -2.777292724756710296e-01 -3.682136865483075922e-02 -5.544259691590956995e-01 -1.334022588682824750e+00 -4.935715577869949078e-01 5.184639031935437403e-01 -1.091872504814541955e-01 -4.730758337231035782e-01 1.037302046300028646e+00 -5.426728459655063563e-01 -6.529368218402180624e-01 -1.080658905971239259e+00 9.835006343610064317e-02 -5.538307874781045470e-01 9.091680459869374564e-01 9.396250714942034898e-01 -1.920052985221389064e-01 5.968557732505544999e-01 -3.986460034672751479e-02 -3.073768675384612181e-01 -5.901239186869448039e-01 -7.711556901843996670e-01 -5.999303468950224483e-01 -8.279586610924292156e-01 1.287585530183699145e-02 1.470711409375493640e-02 -3.035051771731213099e-01 1.191499404273973051e+00 -1.085880796008240834e+00 4.661292644071035607e-02 7.263294560950760426e-01 1.842353184566263014e-01 -8.130028010188062870e-01 9.647840344333407092e-01 6.655245008217967051e-01 1.106697419697988544e-01 4.152233704030122013e-02 7.521202624557661309e-01 1.950902093337722465e-01 -2.813918776925626863e-01 -3.282279858680293705e-01 9.140396597765837461e-01 -6.680402986691983402e-01 -7.695512220612801269e-01 -1.765764527581743515e-01 1.239113845619917165e-02 5.489146701630644998e-01 -3.294334704845724993e-02 -6.830495104663106831e-01 -8.948227768290985262e-02 4.803292667197668342e-01 8.177237886660503330e-01 7.207507282609382226e-01 3.855425706610783876e-01 1.541967403355593014e-01 1.111175968511939893e-01 5.157222733211819232e-01 3.223887509523152284e-01 3.257556549348775143e-01 -5.428402552923283775e-01 2.367800990479493883e-01 -2.001292107203293535e-01 6.193658413472866719e-01 -2.396010834977278514e-01 6.193080711031971886e-01 -1.269712847694365598e-01 2.461807905079637371e-01 4.240556900385791805e-01 7.182124620193793829e-01 5.561990697409240347e-01 3.730206148095006058e-01 4.238076799591053434e-01 8.178823177592919880e-02 -5.326053160156998256e-01 -1.786631900583100785e-01 2.466935120483626231e-01 -2.137099062935941540e-01 4.363099712866885804e-01 -3.016898693815059929e-01 1.897456993450305773e-01 -1.503472564946262968e-01 -1.154122906874065629e-01
uDB01075 -1.507538971316057852e+00 1.343988468719929497e+00 -7.430818836313031472e-02 -4.493513932544865308e-01 4.426048342360168197e-01 -5.798423625066160270e-01 -1.129915371679104386e-01 -1.188731092695771568e-01 9.975047719192260687e-02 1.825910481654942075e-01 1.517021953650848631e-01 -8.081617226041332147e-01 1.028860774531318162e-01 7.326616415065780874e-01 9.944646343378485409e-02 9.044518529274507834e-01 -2.388704827851485021e-03 7.926470899223544420e-01 4.612283377341853952e-02 5.515389278525993921e-01 1.267082406650430038e+00 8.673648955239401381e-01 8.765989011639553352e-01 -1.429679264736442683e-02 -8.351919850536522472e-02 8.444675060838719993e-01 -7.476383984032471952e-01 -1.361242067633109398e-01 -1.575732331697738409e-01 -2.127568681750745261e-01 2.140729863373408703e-01 1.165898446804768174e+00 7.119584993821364005e-01 5.911483950783660291e-01 7.197117920580345940e-01 -4.209227827365238928e-01 2.517515609515692532e-01 -1.745968832497380163e-01 -3.225749656905725349e-01 -2.430742282064954907e-01 7.151812494033774614e-01 7.597695515667078903e-01 1.651059155480523108e-02 1.246862404556759452e-01 -7.080346218902541233e-01 -6.240642160225492452e-01 -4.358187197166665805e-01 -2.416492630855432699e-01 -6.888684638022670725e-01 -3.039982165788496227e-01 6.519257014017695862e-02 3.158271560724162375e-01 -3.140719859942504022e-01 9.304389595131156154e-01 1.013968217629995609e-02 5.374720968127736365e-01 1.481930092265427712e-01 1.167899451532217414e+00 -4.273780390797176088e-01 -4.605765779804341098e-01 -2.411589740097444534e-01 -7.033758733661558959e-02 -4.083618867732002333e-01 1.452491106041784164e-01 6.474484746409050473e-01 -6.656157216798318232e-03 4.236617594815833554e-02 1.498901210632330450e-01 1.018240367826624138e-01 -2.058831289261799369e-01 -2.321413488316604323e-01 4.994751124038432910e-01 3.788276487032632978e-01 6.199806896847813442e-02 -2.299102147450050593e-01 -4.125100236616838223e-01 4.327956337904818873e-02 -2.104342404387603560e-01 7.294077440936097903e-03 2.440294038265304888e-01 1.616520761283047336e-01 -2.334158983256749420e-01 1.601235477867500867e-01 3.816460849179105219e-01 -4.744595780222200521e-01 -8.512204651803295663e-01 -2.005106271493541370e-01 -1.805441535730900604e-01 1.617942634508129918e-01 -3.143294076296680728e-02
uDB00927 1.385786924307002899e+00 1.901700157047522821e-01 5.453399125582811813e-01 -9.109312464132639509e-01 -1.020327407046308921e-01 -2.462510236322294155e+00 1.136306578845606152e+00 -6.605556944603806491e-01 -3.737291394649127074e-01 -3.304689388754443735e-01 -3.327003771505918639e-01 -2.130462670336080500e+00 -9.103938030905019130e-02 -4.971285411386701103e-01 4.322973884882079232e-01 5.820710940708942460e-02 6.000056457637320539e-01 -1.139244984747128653e+00 8.861213018549781717e-01 1.076583331313619940e+00 1.556873211646862820e-01 3.747895616768460725e-01 -1.147032876638554161e-01 1.458599913778695356e-01 -1.492852594578186975e+00 -1.578461068342882578e+00 -9.076843451013717479e-01 -6.983771051523695039e-01 1.329569240057048296e-01 9.572610872980785723e-01 -2.615243766214657706e-01 -4.948780811658365364e-01 7.239295527335904978e-01 1.067790383102859009e-01 -7.365205548333947361e-01 -7.629607503260491530e-01 -1.106587423511627977e+00 4.425797444284387122e-02 -5.828942399326205726e-01 -6.243631027310851955e-01 3.911212005585797957e-01 1.982644472962532267e-01 3.913352221904262684e-01 -3.993464038059767462e-01 5.872952101583605450e-02 8.793926859860534684e-01 -6.417043843586497376e-01 -4.882497231582525465e-01 4.296127326017799564e-01 -4.802696355288127439e-02 -8.275354273122095261e-01 -1.470154969726759353e-01 3.513472720275995775e-01 -1.848148140573549481e-02 -1.294319307597949775e-01 -7.986389878181441304e-01 8.913091647138936535e-01 7.987570208356363499e-02 -1.048738271208086575e-01 3.060742789212478887e-01 6.751363014444280441e-01 2.822468450252279548e-01 -5.159566393381962435e-01 -4.523455531412764463e-01 4.808207467333662222e-01 3.573185269028249754e-03 3.405935412250462591e-01 -5.139444643920223488e-01 -5.225607275093023807e-01 4.058806990339876575e-01 4.991736474529743783e-01 -6.852819733313317285e-02 8.118257014679428618e-01 8.977150489940655120e-01 -2.058345045686151287e-01 -2.258748994165778456e-01 1.885813643783155746e-01 1.083908628794556378e-01 -4.109055190908050825e-01 -1.477715197357588883e-02 -1.116558697671302447e+00 6.759511495527934510e-01 -2.747995736273492473e-01 1.360199103379994501e+00 -2.519996764803947298e-01 9.405482943450572675e-01 -7.216972109426985638e-01 -7.950401821189657658e-01 -2.913653111415022146e-01 4.300746950435493376e-01
uDB01069 -1.109829996125812679e+00 7.187130477213908575e-02 -1.627230674020727907e-01 -7.413798254486315686e-01 -4.057356229337681919e-01 -2.151925506559949075e-01 -2.284338048212396499e-01 -4.263800911657483761e-01 4.893769903497114382e-01 6.486187267970910941e-01 -3.280691639320927888e-01 -6.475324896090883797e-01 5.124645017784795753e-01 3.157949896117783761e-01 6.074636860578935815e-01 -3.081717720250448656e-02 -7.506615366039479445e-03 1.807541620385866854e-01 -7.650209979421266349e-01 -2.958350462050581275e-01 2.291970052578489736e-01 -3.826710950932223354e-01 1.760024918579391195e-01 -1.397967093393413796e-01 5.301302095903610845e-02 -1.105559394075534690e-01 2.781663631914750925e-02 2.120819190544784016e-01 2.329033378062252482e-02 2.283287264513280401e-01 -2.318718541449401316e-01 4.889142993199266374e-01 -5.113582392041261804e-02 -2.310601149337933591e-01 1.787781325698644952e-01 -1.352768921367317745e-01 -1.990079548246950769e-02 -1.629293514315865443e-01 5.195157368412052223e-01 1.730954605520045042e-01 4.160721762286128111e-01 1.946493051638156224e-01 1.768289747888559804e-01 5.460642583780254133e-01 2.389968912101051168e-01 -1.483304138660173910e-01 -3.160686378725887646e-01 -1.871015763422050060e-01 -3.166689505572111707e-01 -1.562370159786294899e-01 6.105698480600976058e-02 -2.363299676475562328e-01 -5.007750797734607240e-02 -6.440337348263876216e-02 1.944903726766282759e-01 1.491844249006137740e-02 -1.427420983709553337e-01 5.471446668806008162e-01 -3.515991267471708093e-01 -3.772730346518087252e-01 -1.403275435115042269e-01 -3.281972963840781854e-01 -3.459037065604595451e-01 1.744306387661692104e-01 -4.562764543540362427e-02 -1.704796495091080444e-01 5.429468964971570499e-02 -1.558528732411610385e-01 -2.695509571744324484e-01 1.281140996625418360e-01 -2.978340240643965187e-01 8.045341783184670192e-02 2.949672321096421523e-01 -7.670220060190664768e-02 -1.303971308185587416e-02 2.805418871305062622e-01 -1.973905940907306478e-01 2.015169818655397627e-01 -6.377349598037415079e-01 -3.799566540360694855e-01 -1.940820495828692593e-01 -1.655801110960613554e-01 4.503296056843352629e-02 1.201907169715716595e-01 2.574826368445919944e-01 -1.094972060961480476e-01 6.045251697900497906e-02 1.189749395902083562e-01 -1.400473911686405115e-01 -2.562412112604253028e-02
uDB00934 -1.131030457401308587e+00 -3.730056016542505626e-01 1.397282706956024523e-01 -9.862440549582233151e-01 -1.097578643305886781e-01 -6.502464577484142749e-01 -8.735447050206353314e-02 -9.932424156305443841e-01 4.135427567159446482e-01 1.111856041901479797e+00 -3.852318848329254197e-01 1.524197817986473573e-02 5.197593145184010721e-01 2.994114158949042967e-02 5.128024447718544654e-03 -1.447440521878778363e-01 -4.004904122196127347e-01 -1.182393029501881306e-03 -1.394808888541263281e+00 1.337910606226624388e-01 2.627396640541479825e-02 8.550750065673388967e-02 -1.075204260812123863e-01 4.429620285539122015e-01 1.643225012819392317e-01 -3.494078105756637243e-01 -2.000152954870075897e-02 7.240810840891727385e-02 1.871053480971710814e-01 3.039897810245431042e-01 5.700130405743170092e-01 6.110083404524765394e-01 1.299372031424522386e-02 5.216378989894641105e-01 -2.670744019425553839e-01 -3.103081862495895016e-01 -4.642666137435220719e-01 -4.062216135585884347e-01 -6.543579843764204540e-01 -2.570650581613393437e-01 8.968931959844546054e-01 -7.947079334383980731e-01 -7.310887297626694759e-01 2.650459502497362618e-01 -6.693816550619925421e-01 8.193466119754969634e-01 3.711340841583976036e-01 1.095131425588827589e+00 3.154616397635454095e-02 -2.399301261042467159e-01 8.179237550936628576e-02 -3.039603609464622824e-01 -9.919102426008223894e-01 -1.959413430363319553e-01 7.047006325308080577e-01 7.051178380049606398e-01 6.375574484994052105e-01 -5.445755691687645950e-01 -1.327049594763700657e-01 2.357267438434430540e-01 1.581486953062809508e-01 -5.536768054484370039e-01 9.661769620861931918e-02 -1.069733062436203502e-01 -8.672192224129200433e-01 -4.208633904592492536e-01 2.147556147341513066e-01 -1.182470536065602651e-01 -3.261371860057816208e-01 -8.079695249038332250e-01 -3.951766376615793441e-01 -7.488815663047262428e-01 5.548356636230846600e-02 5.657934253590920504e-01 1.101732045169132590e-01 -1.214172154151402089e-01 1.550514275715963175e-01 5.571911744712124692e-01 -8.586546452233292381e-01 5.000366344915555539e-01 -7.394204078993656948e-01 -5.636349004698804066e-01 -3.151075575478837210e-01 2.770838656369714603e-01 3.870033091103433076e-01 -2.549253943143298118e-01 3.914758200289874535e-01 -2.945051623900168392e-01 1.327039256720628613e+00 -3.535741905564175891e-01
uDB00572 -1.139472296991656641e+00 3.724714831697431561e-01 -8.191212619247149884e-02 1.125636065256721219e+00 -7.412001655326970750e-01 -6.160857262378978128e-01 -3.627746075263317271e-01 4.707972862314431239e-01 1.028579595813286923e-01 3.683577458649381353e-01 1.332168297014860281e+00 -4.778145341762210507e-01 1.001593892912527650e+00 6.435351605235181127e-01 -5.499300835080764838e-01 9.035091829618495662e-01 -8.919694599874063989e-01 9.877604735827801852e-01 4.806009225540645025e-01 -1.530161593329733893e+00 5.153717923627624264e-01 -4.554544745993249766e-01 1.692272516094998069e-01 -3.846202097877350901e-01 -1.459634146269392363e-01 -2.725085639009057203e-01 -2.488267408699278427e-01 1.572937167093419797e+00 1.686020921970910191e-01 1.048348485416016329e-01 3.882715262341273621e-01 2.961349319473675634e-01 1.023449772714362993e+00 -1.012446729638035281e+00 -1.054876585314315607e+00 -1.134540123185291960e-01 2.627089833386720419e-01 -5.911022582158428351e-01 -2.185958690070467503e-01 2.151515930387694064e-01 -2.278552238805169605e-01 4.869023294149658065e-01 -1.668882201245100103e-02 7.386790720149531975e-01 4.532910704273735991e-01 1.127374798799269939e+00 -3.619656381984483473e-01 -5.469955280932492503e-01 4.306050424277597655e-01 -8.174837207017020546e-01 -5.826045672298598710e-01 -4.511281054782038669e-01 6.821842254741617984e-01 -2.105029687951517348e-01 4.393663199975984812e-02 -3.543663972593502631e-01 -3.171583658117487770e-01 -6.250424649902704965e-01 -1.016395629350619112e+00 -1.794621870762806368e-02 -3.770483356569878652e-01 2.527856436318006716e-01 -4.658778149858081030e-01 -4.549881393956602404e-01 -9.496029453440467394e-02 -5.387272792119365133e-03 -1.300634962992218480e+00 -3.272311902060673350e-02 4.792659967678559174e-01 -3.380156657981900903e-01 -5.085162941744795218e-01 4.032831656179435842e-01 2.376830691887980573e-01 1.436139191213751387e-01 -3.917297525104556644e-01 -2.022899998122180132e-01 -3.644521371597847503e-01 -4.836063053626624142e-01 8.144997507958532390e-01 1.047350985902989029e+00 -3.026063247130167388e-01 1.139222257832302743e-01 -3.885550958096995466e-01 3.458317351772935977e-01 -7.106137186330457878e-01 1.119685943199261874e-01 4.279298531689306184e-01 4.606337163947907820e-01 6.485232573764769526e-02 -5.158969245993427766e-01
