uDB01119 0.0036895005 0.008607676 0.0118190115 0.018690651 0.0 0.0 0.0037953048 0.0 0.009669822 0.0 0.0008882673 0.0 0.0 0.0 0.013153144 0.0 0.00051699404 0.00792185 0.008239326 0.0037580656 0.0045330212 0.0 0.0043811784 0.0 0.0100052 0.0 0.0 0.0 0.01113325 0.0 7.972447e-05 0.0 0.0 0.0 0.0 0.002012075 0.0052298987 0.025244748 0.01642648 0.0 0.010787413 0.0010599062 0.0 0.0 0.006276304 0.0 0.009730953 0.0011464602 0.0 0.0073076133 0.00271982 0.006107729 0.0 0.0 0.0 0.0021376163 0.0 0.0016976716 0.011219444 0.005129866 0.0 0.010728237 0.0039698817 0.0
uDB00661 0.0053560045 0.016151557 0.023042964 0.019215751 0.0 0.0 0.0 0.0 0.002032231 0.0 0.0 0.0 0.0 0.0 0.019232083 0.0 0.011211235 0.009265536 0.011435525 0.0017051337 0.0034376201 0.0 0.008294045 0.0 0.010971582 0.0 0.006436539 0.0 0.011644088 0.0007258294 0.0 0.0 0.0010119448 0.0 0.0 0.0011792466 0.0029738022 0.037684448 0.024877142 0.007453154 0.014263804 0.0 0.0 0.0 0.012060358 0.0 0.019176848 0.007833119 0.0 0.02734189 0.0028494052 0.0066960547 0.0005879631 0.0 0.0 0.0034677018 0.0 0.0057426426 0.009447847 0.016487192 0.0 0.020185085 0.012274876 0.0
uDB00996 0.002901725 0.011781654 0.016666375 0.020521693 0.0 0.0 0.0 0.0 0.0087663075 0.0 0.0035076567 0.0 0.0 0.0 0.011547718 0.0 0.0020347487 0.0023682676 0.009203522 0.0048571946 0.004050785 0.0 0.0041171336 0.0 0.015144924 0.0 0.0027540023 0.0 0.009852585 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0030273215 0.024037832 0.022655962 0.0038764146 0.008076943 0.0 0.0 0.0 0.009325822 0.0 0.014741946 0.0 0.0 0.011435301 0.003107624 0.005966044 0.0059604812 0.0 0.0 0.0034329477 0.0 0.0018558565 0.010446144 0.007934842 0.0 0.018762166 0.003931759 0.0
uDB01115 0.009159611 0.007325015 0.018850783 0.01714598 0.0 0.0 0.0 0.0 0.0072454247 0.0 0.0 0.0 0.0 0.0 0.016161963 0.0 0.0075751888 0.0064874054 0.007213662 0.0045964657 0.0028544078 0.0 0.005137332 0.0 0.008477213 0.0 0.00096120813 0.0 0.011568796 0.0 0.0 0.0 0.0055098142 0.00022520691 0.0 0.0 0.0015909298 0.019829823 0.017319055 0.0075305016 0.009077488 0.0 0.0 0.0 0.0146588115 0.002116333 0.013266149 1.3588451e-06 0.0 0.0170856 0.0038747597 0.00831765 0.0 0.0 0.0 0.0019295174 0.0 0.0046174657 0.004917169 0.010706307 0.0 0.012592243 0.0023939298 0.0
uDB00252 0.0050357096 0.006469479 0.007285812 0.015503477 0.0 0.0 0.0044153417 0.0 0.0049648853 0.0 0.0003397707 0.0 0.0 0.0 0.0055465987 0.0 0.0053802584 0.0077769714 0.0064096665 0.0 0.0028305624 0.0 0.0045314156 0.0 0.006890527 0.0 0.0 0.00054316537 0.008492456 0.0011407827 0.0 0.0 0.0 0.003186378 0.0 0.00061807875 0.0035912648 0.01989905 0.0146112265 0.0 0.008476148 0.0 0.0 0.0 0.0044142297 0.0 0.009950218 0.0 0.0 0.008422091 0.0038983214 0.0046702274 0.0 0.0 0.0 0.0048503047 0.0 0.0031141492 0.0062004193 0.006968651 0.0 0.007617563 0.0032974416 7.3411546e-05
uDB01159 0.0059367977 0.012317864 0.023338798 0.017380856 0.0 0.0 0.0018830991 0.0 0.005072763 0.0 0.0 0.0 0.0 0.0 0.01249869 0.0 0.0045696883 0.01656472 0.012621108 0.005058981 0.0064426335 0.0 0.015496751 0.0027282936 0.012708612 0.0 0.0 0.0 0.010406962 0.007962333 0.0 0.0 0.0022605332 0.0 0.0 0.008912094 0.0073813503 0.03644093 0.025855364 0.010319505 0.0044098515 0.0 0.0 0.0 0.0048356536 0.0032895391 0.019719427 0.0036153179 0.0 0.025725264 0.01188728 0.005419636 0.0 0.0 0.0011631518 0.0053246026 0.0 0.004483259 0.011176957 0.0085331295 0.0 0.017079161 0.01795131 0.0
uDB01100 0.003137261 0.004251347 0.01331915 0.014038644 0.0 0.0 0.0 0.0 0.005215666 0.0 0.0013679361 0.0 0.0 0.0 0.006472937 0.0 0.0052489843 0.00018325628 0.0059010526 0.0 0.001979308 0.0 0.0067031537 0.0 0.006111431 0.0 0.0063876826 0.0 0.004734471 4.385016e-06 0.0 0.0 0.0 0.0004518815 0.0 2.6607013e-06 0.0011515756 0.020678619 0.018842878 0.0021803156 0.006181038 0.0 0.0 0.0 0.008990432 0.0 0.011278157 0.0 0.0 0.00961179 0.0022308063 0.0033400408 0.0028248397 0.0 0.0 0.004485669 0.0 0.004051169 0.011634015 0.009142303 0.0 0.0124095 0.0034569418 0.0
uDB00401 0.0109570725 0.004497572 0.009371927 0.019514143 0.0 0.0 0.011112684 0.0 0.011195439 0.0 0.0 0.0 0.0 0.0 0.008717219 0.0 0.0040408294 0.010617087 0.0063777165 0.0060051098 0.0 0.0 0.010697616 0.0008810982 0.009335346 0.0 0.0065618157 0.0 0.008932687 0.0 0.0 0.0 0.0032505384 0.0 0.0 0.0029574998 0.0015075774 0.0144679975 0.016988762 0.0042020692 0.010055516 0.0 0.0 0.0 0.004472575 0.0 0.011487743 0.0 0.0004715073 0.01708438 0.008352414 0.010597846 0.0 0.0 0.0 0.011370279 0.0 0.0011897236 0.011901161 0.008812057 0.0 0.009635794 0.0016199308 0.0
uDB01054 0.0019391028 0.01138369 0.018921996 0.01960415 0.0 0.0 0.0 0.0 0.005571986 0.0 0.0011745773 0.0 0.0 0.0 0.00781888 0.0 0.005073194 0.0035122153 0.015742872 0.0006218626 0.008130152 0.0 0.012118934 0.0 0.011226972 0.0 0.0024307594 0.0 0.011279147 0.0021138065 0.0 0.0 0.0011234349 1.0200383e-05 0.0 0.005230706 0.0019290101 0.028602488 0.017307788 0.005119707 0.009362049 0.0 0.0 0.0 0.011658151 0.0 0.018614367 0.0 0.0 0.018429894 0.008293981 0.009659214 0.0 0.0 0.0 0.004829166 0.0 0.0030485026 0.015483748 0.007825829 0.0 0.012111658 0.004526814 0.0
uDB00568 0.004771976 0.0070254696 0.0127813015 0.018901765 0.0 0.0 0.002514305 0.0 0.006218231 0.0 0.0 0.0 0.0 0.0 0.010245297 0.0 0.0031106279 0.008830598 0.0081388 0.006032375 0.0033997803 0.0 0.0043979147 0.0 0.011206454 0.0 0.005226858 0.0 0.0068427953 0.0 0.0025831 0.0 0.0009990633 0.0 0.0 0.003597887 0.002279327 0.024783725 0.016055945 0.0 0.008851932 0.0 0.0 0.0 0.006134417 0.0 0.009928594 0.0 0.0 0.013154775 0.0032159258 0.005525931 0.0003637858 0.0 0.0 0.0046720235 0.0 0.0 0.013234274 0.008795209 0.0 0.011038585 0.0041691395 0.0
