iP11245 0.0 0.0 0.16666666666666666 0.16666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.16666666666666666 0.5 0.16666666666666666 0.16666666666666666 0.0 0.3333333333333333 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.8333333333333334 0.3333333333333333 0.0 0.5 0.0 0.16666666666666666 0.16666666666666666 0.3333333333333333 0.16666666666666666 0.5 0.3333333333333333 0.6666666666666666 0.16666666666666666 0.0 0.5 0.8333333333333334 0.16666666666666666 0.0 0.3333333333333333 0.6666666666666666 0.3333333333333333 0.6666666666666666 0.16666666666666666 0.5 0.5 0.3333333333333333 0.3333333333333333 0.6666666666666666 0.16666666666666666 0.5 0.3333333333333333 1.0 0.5 0.16666666666666666 0.0 0.3333333333333333 0.8333333333333334 0.16666666666666666 0.6666666666666666 0.5 0.16666666666666666
iP00813 0.1 0.0 0.0 0.2 0.05 0.1 0.1 0.0 0.1 0.0 0.2 0.15 0.15 0.05 0.0 0.55 0.3 0.15 0.25 0.15 0.3 0.15 0.15 0.05 0.45 0.0 0.4 0.35 0.05 0.25 0.9 0.35 0.35 0.05 0.2 0.4 0.15 0.2 0.15 0.15 0.6 0.15 0.15 1.0 0.15 0.3 0.3 0.25 0.35 0.35 0.35 0.5 0.25 0.1 0.15 0.1 0.5 0.25 0.1 0.5 0.6 0.35 0.55 0.3
iQ9NSD9 0.23076923076923078 0.0 0.07692307692307693 0.0 0.15384615384615385 0.15384615384615385 0.07692307692307693 0.0 0.15384615384615385 0.0 0.23076923076923078 0.3076923076923077 0.15384615384615385 0.23076923076923078 0.23076923076923078 0.23076923076923078 0.23076923076923078 0.38461538461538464 0.38461538461538464 0.3076923076923077 0.23076923076923078 0.15384615384615385 0.15384615384615385 0.5384615384615384 0.5384615384615384 0.38461538461538464 0.38461538461538464 0.6923076923076923 0.15384615384615385 0.38461538461538464 0.15384615384615385 0.5384615384615384 0.38461538461538464 0.3076923076923077 0.23076923076923078 0.7692307692307693 0.23076923076923078 0.38461538461538464 0.07692307692307693 0.5384615384615384 0.3076923076923077 0.15384615384615385 0.23076923076923078 0.7692307692307693 0.7692307692307693 0.3076923076923077 0.23076923076923078 0.6923076923076923 0.46153846153846156 0.23076923076923078 1.0 0.38461538461538464 0.23076923076923078 0.5384615384615384 0.38461538461538464 0.6923076923076923 0.8461538461538461 0.23076923076923078 0.23076923076923078 0.9230769230769231 0.6153846153846154 0.38461538461538464 0.3076923076923077 0.46153846153846156
iP24941 0.25 0.0 0.0 0.0 0.125 0.0 0.0 0.0 0.0 0.0 0.375 0.125 0.5 0.125 0.125 0.0 0.75 0.125 0.625 0.0 0.375 0.625 0.5 0.5 0.25 0.0 0.125 1.0 0.25 0.25 0.125 0.375 0.75 0.625 0.625 0.625 0.375 0.0 0.0 0.375 0.5 0.25 0.75 0.75 0.5 0.375 0.625 0.625 0.5 0.25 0.75 0.75 0.375 0.75 0.5 0.375 0.25 0.375 0.75 0.5 0.625 0.5 0.5 0.625
iQ00526 0.5555555555555556 0.0 0.1111111111111111 0.0 0.3333333333333333 0.0 0.2222222222222222 0.1111111111111111 0.2222222222222222 0.0 0.0 0.5555555555555556 0.4444444444444444 0.0 0.1111111111111111 0.1111111111111111 0.6666666666666666 0.4444444444444444 0.4444444444444444 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.6666666666666666 0.2222222222222222 0.1111111111111111 0.2222222222222222 0.1111111111111111 0.6666666666666666 0.1111111111111111 0.3333333333333333 0.3333333333333333 0.8888888888888888 0.5555555555555556 0.5555555555555556 0.1111111111111111 0.5555555555555556 0.3333333333333333 0.5555555555555556 0.1111111111111111 0.2222222222222222 0.4444444444444444 0.2222222222222222 0.1111111111111111 0.6666666666666666 0.8888888888888888 0.2222222222222222 0.0 0.6666666666666666 0.4444444444444444 0.4444444444444444 0.3333333333333333 0.4444444444444444 1.0 0.2222222222222222 0.1111111111111111 0.4444444444444444 0.4444444444444444 0.2222222222222222 0.6666666666666666 0.7777777777777778 0.6666666666666666 0.7777777777777778 0.4444444444444444 0.6666666666666666
iQ07912 0.5833333333333334 0.0 0.0 0.25 0.08333333333333333 0.0 0.0 0.0 0.16666666666666666 0.0 0.08333333333333333 0.25 0.16666666666666666 0.0 0.0 0.0 0.5833333333333334 0.08333333333333333 0.25 0.0 0.6666666666666666 0.3333333333333333 0.3333333333333333 0.25 0.25 0.0 0.0 0.08333333333333333 0.4166666666666667 0.4166666666666667 0.0 0.3333333333333333 0.4166666666666667 0.5 0.08333333333333333 0.75 1.0 0.16666666666666666 0.08333333333333333 0.5833333333333334 0.25 0.08333333333333333 0.25 0.8333333333333334 0.6666666666666666 0.4166666666666667 0.5 0.3333333333333333 0.8333333333333334 0.25 0.3333333333333333 0.5833333333333334 0.75 0.5833333333333334 0.16666666666666666 0.16666666666666666 0.5833333333333334 0.25 0.5 0.75 0.8333333333333334 0.16666666666666666 0.16666666666666666 0.4166666666666667
iP11802 0.3076923076923077 0.0 0.07692307692307693 0.0 0.23076923076923078 0.07692307692307693 0.38461538461538464 0.15384615384615385 0.15384615384615385 0.0 0.07692307692307693 0.07692307692307693 0.07692307692307693 0.07692307692307693 0.0 0.3076923076923077 0.15384615384615385 0.23076923076923078 0.15384615384615385 0.46153846153846156 0.38461538461538464 0.3076923076923077 0.3076923076923077 0.23076923076923078 0.6153846153846154 0.07692307692307693 0.6153846153846154 0.23076923076923078 0.3076923076923077 0.3076923076923077 0.07692307692307693 0.15384615384615385 0.6923076923076923 0.38461538461538464 0.46153846153846156 0.5384615384615384 0.7692307692307693 0.7692307692307693 0.38461538461538464 0.23076923076923078 0.46153846153846156 0.23076923076923078 0.3076923076923077 0.5384615384615384 0.5384615384615384 0.38461538461538464 0.46153846153846156 0.6923076923076923 1.0 0.23076923076923078 0.6923076923076923 0.6153846153846154 0.23076923076923078 0.38461538461538464 0.23076923076923078 0.7692307692307693 0.5384615384615384 0.3076923076923077 0.5384615384615384 0.5384615384615384 1.0 0.9230769230769231 0.15384615384615385 0.38461538461538464
iQ00535 0.4166666666666667 0.0 0.0 0.25 0.08333333333333333 0.0 0.08333333333333333 0.0 0.08333333333333333 0.0 0.0 0.16666666666666666 0.0 0.0 0.08333333333333333 0.0 0.25 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.08333333333333333 0.0 0.25 0.08333333333333333 0.4166666666666667 0.25 0.16666666666666666 0.0 0.16666666666666666 0.25 0.4166666666666667 0.16666666666666666 0.25 0.0 0.08333333333333333 0.16666666666666666 0.3333333333333333 0.08333333333333333 0.0 0.4166666666666667 0.4166666666666667 0.08333333333333333 0.25 0.16666666666666666 0.25 0.25 0.25 0.3333333333333333 0.16666666666666666 0.25 0.08333333333333333 0.16666666666666666 0.25 0.0 0.25 1.0 0.08333333333333333 0.25 0.3333333333333333 0.4166666666666667 0.3333333333333333 0.3333333333333333 0.25 0.5833333333333334
iQ00534 1.0 0.0 0.0 0.16666666666666666 0.08333333333333333 0.0 0.08333333333333333 0.16666666666666666 0.16666666666666666 0.0 0.08333333333333333 0.16666666666666666 0.08333333333333333 0.16666666666666666 0.0 0.5833333333333334 0.4166666666666667 0.25 0.0 0.16666666666666666 0.3333333333333333 0.5 0.16666666666666666 0.3333333333333333 0.5 0.08333333333333333 0.16666666666666666 0.4166666666666667 0.4166666666666667 0.4166666666666667 0.16666666666666666 0.0 0.75 0.0 0.3333333333333333 0.5 0.25 0.25 0.3333333333333333 0.6666666666666666 0.25 0.4166666666666667 0.3333333333333333 0.4166666666666667 0.25 0.25 0.3333333333333333 0.3333333333333333 0.4166666666666667 0.0 0.75 0.6666666666666666 0.25 0.0 0.25 0.5 0.3333333333333333 0.08333333333333333 0.5 1.0 0.3333333333333333 0.4166666666666667 0.5 0.16666666666666666
iP50613 0.25 0.0 0.0 0.16666666666666666 0.08333333333333333 0.0 0.08333333333333333 0.0 0.0 0.0 0.16666666666666666 0.3333333333333333 0.3333333333333333 0.0 0.25 0.08333333333333333 0.6666666666666666 0.0 0.3333333333333333 0.16666666666666666 0.4166666666666667 0.16666666666666666 0.08333333333333333 0.16666666666666666 0.3333333333333333 0.08333333333333333 0.25 0.5833333333333334 0.4166666666666667 0.08333333333333333 0.3333333333333333 0.08333333333333333 0.4166666666666667 0.25 0.4166666666666667 0.16666666666666666 0.25 0.6666666666666666 0.0 0.4166666666666667 1.0 0.16666666666666666 0.4166666666666667 0.5 0.4166666666666667 0.4166666666666667 0.75 0.5 0.8333333333333334 0.25 0.6666666666666666 0.5 0.08333333333333333 0.16666666666666666 0.6666666666666666 0.16666666666666666 0.3333333333333333 0.25 0.3333333333333333 0.4166666666666667 0.5833333333333334 0.5833333333333334 0.3333333333333333 0.5
